geography,category,activity,labeling,supplier,unit,factor_year,factor_value,factor_unit,source,source_detail,scope
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,RESPIRA ENERGÍA S.A,kWh,2025,0,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"ROFEICA ENERGIA, S.A",kWh,2022,0.273,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"ROFEICA ENERGIA, S.A",kWh,2023,0.263,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"ROFEICA ENERGIA, S.A",kWh,2024,0.281,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"ROFEICA ENERGIA, S.A",kWh,2025,0.258,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"RONDA OESTE ENERGÍA, S.L",kWh,2022,0.271,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"RONDA OESTE ENERGÍA, S.L",kWh,2023,0.25,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"RONDA OESTE ENERGÍA, S.L",kWh,2024,0.266,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"RONDA OESTE ENERGÍA, S.L",kWh,2025,0.237,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,SAMPOL INGENIERIA Y OBRAS SA,kWh,2022,0.269,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,SAMPOL INGENIERIA Y OBRAS SA,kWh,2023,0,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,SAMPOL INGENIERIA Y OBRAS SA,kWh,2024,0,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,SAMPOL INGENIERIA Y OBRAS SA,kWh,2025,0,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"SERVICIOS ENERGETICOS AVANZADOS, S.L.",kWh,2025,0.25,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,SERVIGAS S XXI SA,kWh,2022,0.267,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,SERVIGAS S XXI SA,kWh,2023,0.257,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,SERVIGAS S XXI SA,kWh,2024,0.283,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,SERVIGAS S XXI SA,kWh,2025,0.258,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"SHELL ESPAÑA, S.A",kWh,2023,0.26,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"SHELL ESPAÑA, S.A",kWh,2024,0.282,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"SHELL ESPAÑA, S.A",kWh,2025,0.257,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,SISTEMAS URBANOS DE ENERGÍAS RENOVABLES S.L.,kWh,2022,0.273,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,SMART ELECTRIC ENGINEERING P2P SL,kWh,2022,0,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,SOCIEDAD ARAGONESA DE COMERCIALIZACION DE ENERGIA S.L.,kWh,2022,0.25,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,SOCIEDAD ARAGONESA DE COMERCIALIZACION DE ENERGIA S.L.,kWh,2023,0.256,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,SOCIEDAD ARAGONESA DE COMERCIALIZACION DE ENERGIA S.L.,kWh,2024,0.219,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,STIN S.A,kWh,2025,0.254,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,SUNAIR ONE ENERGY S.L,kWh,2022,0.273,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,SUNAIR ONE ENERGY S.L,kWh,2025,0.258,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,SUNAIR ONE HOME S.L.U,kWh,2025,0.258,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,SWAP ENERGIA SA,kWh,2023,0.26,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,SWAP ENERGIA SA,kWh,2024,0.283,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,SWAP ENERGIA SA,kWh,2025,0.257,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,SYDER COMERCIALIZADORA VERDE SL,kWh,2022,0.258,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,SYDER COMERCIALIZADORA VERDE SL,kWh,2023,0.26,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,TELECOR S.A. UNIPERSONAL,kWh,2022,0,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"TELEFÓNICA SOLUCIONES DE INFORMÁTICA Y COMUNICACIONES DE ESPAÑA, S.A.U",kWh,2023,0,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"TELEFÓNICA SOLUCIONES DE INFORMÁTICA Y COMUNICACIONES DE ESPAÑA, S.A.U",kWh,2024,0,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"TELEFÓNICA SOLUCIONES DE INFORMÁTICA Y COMUNICACIONES DE ESPAÑA, S.A.U",kWh,2025,0,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"TENSINA DE ENERGÍA Y SERVICIOS, S.L.",kWh,2023,0.26,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"TENSINA DE ENERGÍA Y SERVICIOS, S.L.",kWh,2024,0.283,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"TENSINA DE ENERGÍA Y SERVICIOS, S.L.",kWh,2025,0.258,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"THE YELLOW ENERGY, S.L",kWh,2022,0.273,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"THE YELLOW ENERGY, S.L",kWh,2023,0.26,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"THE YELLOW ENERGY, S.L",kWh,2024,0.283,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"THE YELLOW ENERGY, S.L",kWh,2025,0.258,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,TOTALENERGIES CLIENTES S.A.U.,kWh,2022,0.051,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,TOTALENERGIES CLIENTES S.A.U.,kWh,2023,0,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,TOTALENERGIES CLIENTES S.A.U.,kWh,2024,0,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,TOTALENERGIES CLIENTES S.A.U.,kWh,2025,0.256,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"TOTALENERGIES ELECTRICIDAD Y GAS ESPAÑA, S.A.U.",kWh,2022,0.27,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"TOTALENERGIES ELECTRICIDAD Y GAS ESPAÑA, S.A.U.",kWh,2023,0.249,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"TOTALENERGIES ELECTRICIDAD Y GAS ESPAÑA, S.A.U.",kWh,2024,0.283,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"TOTALENERGIES ELECTRICIDAD Y GAS ESPAÑA, S.A.U.",kWh,2025,0.254,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"TOTALENERGIES MERCADO ESPAÑA, S.A.U",kWh,2022,0.23,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"TOTALENERGIES MERCADO ESPAÑA, S.A.U",kWh,2023,0.247,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"TOTALENERGIES MERCADO ESPAÑA, S.A.U",kWh,2024,0.26,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"TUNERGIA EFICIENCIA ENERGETICA Y RENOVABLE, S.L.",kWh,2023,0.26,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"TUNERGIA EFICIENCIA ENERGETICA Y RENOVABLE, S.L.",kWh,2024,0.283,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"TUNERGIA EFICIENCIA ENERGETICA Y RENOVABLE, S.L.",kWh,2025,0.258,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"UNIELECTRICA ENERGIA, S.A",kWh,2024,0.071,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"UNIELECTRICA ENERGIA, S.A",kWh,2025,0.258,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,VISALIA ENERGIA S.L.,kWh,2022,0.273,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,VISALIA ENERGIA S.L.,kWh,2024,0,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,VISALIA ENERGIA S.L.,kWh,2025,0.258,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,VIVO ENERGIA FUTURA S.A,kWh,2022,0.272,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,VIVO ENERGIA FUTURA S.A,kWh,2023,0.26,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,VIVO ENERGIA FUTURA S.A,kWh,2024,0.283,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,VIVO ENERGIA FUTURA S.A,kWh,2025,0.258,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"WATIO WHOLESALE, S.L",kWh,2022,0.273,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"WATIO WHOLESALE, S.L",kWh,2023,0.26,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"WATIUM, S.L.",kWh,2022,0.273,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"WATIUM, S.L.",kWh,2023,0.26,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"WEKIWI, S.L.",kWh,2024,0.268,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,"WEKIWI, S.L.",kWh,2025,0.258,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,WIND TO MARKET S.A,kWh,2022,0.261,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,WIND TO MARKET S.A,kWh,2023,0.254,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,WIND TO MARKET S.A,kWh,2024,0.196,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,CON GDO,WIND TO MARKET S.A,kWh,2025,0.246,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,GDO RENOVABLE,PROMEDIO NACIONAL,kWh,2022,0,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Factor GdO renovable""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,GDO RENOVABLE,PROMEDIO NACIONAL,kWh,2023,0,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Factor GdO renovable""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,GDO RENOVABLE,PROMEDIO NACIONAL,kWh,2024,0,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Factor GdO renovable""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,GDO RENOVABLE,PROMEDIO NACIONAL,kWh,2025,0,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Factor GdO renovable""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,SIN GDO,"ACCIONA COMERCIALIZADORA B2C, S.L.",kWh,2024,0,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que no han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,SIN GDO,"ACCIONA COMERCIALIZADORA B2C, S.L.",kWh,2025,0,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que no han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,SIN GDO,"ACENHOL ENERGIA CANARIAS, S.L",kWh,2024,0,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que no han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,SIN GDO,"ACENHOL ENERGIA CANARIAS, S.L",kWh,2025,0,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que no han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,SIN GDO,"ACENHOL ENERGIA, S.L.",kWh,2023,0,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que no han efectuado GdO""",ALCANCE 2
ESPAÑA,ELECTRICIDAD,SUMINISTRO COMERCIALIZADORA,SIN GDO,"ACENHOL ENERGIA, S.L.",kWh,2024,0,kgCO2e/kWh,MITECO,"MITECO - ""5. Factores Mix Eléctricos"" ""Etiquetado restante de Comercializadoras que no han efectuado GdO""",ALCANCE 2
