category,factor_id,geography,iso3,subcategory,activity,variant,technology_fuel_material,destination_origin_supplier,input_unit,activity_year,activity_year_scope,factor_year,factor_value,factor_unit,temporal_type,factor_version,source,source_detail,source_url,is_temporal_fallback,is_geographic_proxy,quality_status,notes,source_workbook,source_sheet
Materiales y productos,MAT_BE125373FD2EBB,TODOS,,Ropa y accesorios,Ropa y accesorios,Delantal,,Comprado de segunda mano,ud,2023,,,0,kgCO2e/ud,VERSIONED,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,ROPA Y ACCESO_REG PARA CÁLCULOS · Regla explícita: segunda mano = 0,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_1E30DC711A17CA,TODOS,,Ropa y accesorios,Ropa y accesorios,Delantal,,Comprado de segunda mano,ud,2024,,,0,kgCO2e/ud,VERSIONED,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,ROPA Y ACCESO_REG PARA CÁLCULOS · Regla explícita: segunda mano = 0,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_33CE8D38254368,TODOS,,Ropa y accesorios,Ropa y accesorios,Delantal,,Comprado de segunda mano,ud,2025,,,0,kgCO2e/ud,VERSIONED,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,ROPA Y ACCESO_REG PARA CÁLCULOS · Regla explícita: segunda mano = 0,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_5DCE24637411EB,TODOS,,Ropa y accesorios,Ropa y accesorios,Delantal,,Comprado de segunda mano,ud,2026,,,0,kgCO2e/ud,RULE,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,ROPA Y ACCESO_REG PARA CÁLCULOS · Regla explícita: segunda mano = 0,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_42318E78CF8A97,TODOS,,Ropa y accesorios,Ropa y accesorios,Delantal,,Alquilado,ud,2022,,,0,kgCO2e/ud,VERSIONED,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,ROPA Y ACCESO_REG PARA CÁLCULOS · Regla explícita: alquilado = 0,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_43974C2A129706,TODOS,,Ropa y accesorios,Ropa y accesorios,Delantal,,Alquilado,ud,2023,,,0,kgCO2e/ud,VERSIONED,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,ROPA Y ACCESO_REG PARA CÁLCULOS · Regla explícita: alquilado = 0,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_8CD021A780B22F,TODOS,,Ropa y accesorios,Ropa y accesorios,Delantal,,Alquilado,ud,2024,,,0,kgCO2e/ud,VERSIONED,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,ROPA Y ACCESO_REG PARA CÁLCULOS · Regla explícita: alquilado = 0,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_589ABE163BE113,TODOS,,Ropa y accesorios,Ropa y accesorios,Delantal,,Alquilado,ud,2025,,,0,kgCO2e/ud,VERSIONED,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,ROPA Y ACCESO_REG PARA CÁLCULOS · Regla explícita: alquilado = 0,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_49C4B1E0367E6A,TODOS,,Ropa y accesorios,Ropa y accesorios,Delantal,,Alquilado,ud,2026,,,0,kgCO2e/ud,RULE,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,ROPA Y ACCESO_REG PARA CÁLCULOS · Regla explícita: alquilado = 0,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_25DC82B3E5E3FF,TODOS,,Ropa y accesorios,Ropa y accesorios,Delantal,,Reutilizado,ud,2022,,2022,0.15225,kgCO2e/ud,ANNUAL,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,ROPA Y ACCESORIOS_FE · FE genérico reutilizado de la hoja FE,,FALSE,FALSE,,,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_27840BDD57EB37,TODOS,,Ropa y accesorios,Ropa y accesorios,Delantal,,Reutilizado,ud,2023,,2023,0.15225,kgCO2e/ud,ANNUAL,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,ROPA Y ACCESORIOS_FE · FE genérico reutilizado de la hoja FE,,FALSE,FALSE,,,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_5F40705D26B6B4,TODOS,,Ropa y accesorios,Ropa y accesorios,Delantal,,Reutilizado,ud,2024,,2024,0.15225,kgCO2e/ud,ANNUAL,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,ROPA Y ACCESORIOS_FE · FE genérico reutilizado de la hoja FE,,FALSE,FALSE,,,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_64DEA0BA86F866,TODOS,,Ropa y accesorios,Ropa y accesorios,Delantal,,Reutilizado,ud,2025,,2025,0.15225,kgCO2e/ud,ANNUAL,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,ROPA Y ACCESORIOS_FE · FE genérico reutilizado de la hoja FE,,FALSE,FALSE,,,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_C6903665FE2B48,TODOS,,Ropa y accesorios,Ropa y accesorios,Delantal,,Reutilizado,ud,2026,,,0.15225,kgCO2e/ud,VERSIONED,Versión de la fuente incluida en el fichero de origen,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,ROPA Y ACCESORIOS_FE · FE genérico reutilizado de la hoja FE,,FALSE,FALSE,,Fuente versionada/no anual: aplicable a 2026 sin fingir factor_year.,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_28A956D1F972B2,TODOS,,Ropa y accesorios,Ropa y accesorios,Ropa trabajo,,Comprado de segunda mano,ud,2022,,,0,kgCO2e/ud,VERSIONED,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,ROPA Y ACCESO_REG PARA CÁLCULOS · Regla explícita: segunda mano = 0,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_85C7FB462D543B,TODOS,,Ropa y accesorios,Ropa y accesorios,Ropa trabajo,,Comprado de segunda mano,ud,2023,,,0,kgCO2e/ud,VERSIONED,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,ROPA Y ACCESO_REG PARA CÁLCULOS · Regla explícita: segunda mano = 0,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_8208D5E2BAFDE3,TODOS,,Ropa y accesorios,Ropa y accesorios,Ropa trabajo,,Comprado de segunda mano,ud,2024,,,0,kgCO2e/ud,VERSIONED,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,ROPA Y ACCESO_REG PARA CÁLCULOS · Regla explícita: segunda mano = 0,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_C7CD3F4F29746A,TODOS,,Ropa y accesorios,Ropa y accesorios,Ropa trabajo,,Comprado de segunda mano,ud,2025,,,0,kgCO2e/ud,VERSIONED,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,ROPA Y ACCESO_REG PARA CÁLCULOS · Regla explícita: segunda mano = 0,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_971F7279DBD08F,TODOS,,Ropa y accesorios,Ropa y accesorios,Ropa trabajo,,Comprado de segunda mano,ud,2026,,,0,kgCO2e/ud,RULE,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,ROPA Y ACCESO_REG PARA CÁLCULOS · Regla explícita: segunda mano = 0,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_BD3210631BA79B,TODOS,,Ropa y accesorios,Ropa y accesorios,Ropa trabajo,,Alquilado,ud,2022,,,0,kgCO2e/ud,VERSIONED,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,ROPA Y ACCESO_REG PARA CÁLCULOS · Regla explícita: alquilado = 0,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_91703207577F0E,TODOS,,Ropa y accesorios,Ropa y accesorios,Ropa trabajo,,Alquilado,ud,2023,,,0,kgCO2e/ud,VERSIONED,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,ROPA Y ACCESO_REG PARA CÁLCULOS · Regla explícita: alquilado = 0,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_9840C69DE8F00A,TODOS,,Ropa y accesorios,Ropa y accesorios,Ropa trabajo,,Alquilado,ud,2024,,,0,kgCO2e/ud,VERSIONED,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,ROPA Y ACCESO_REG PARA CÁLCULOS · Regla explícita: alquilado = 0,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_23C0EB3E0714C9,TODOS,,Ropa y accesorios,Ropa y accesorios,Ropa trabajo,,Alquilado,ud,2025,,,0,kgCO2e/ud,VERSIONED,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,ROPA Y ACCESO_REG PARA CÁLCULOS · Regla explícita: alquilado = 0,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_CE98E91553B7B0,TODOS,,Ropa y accesorios,Ropa y accesorios,Ropa trabajo,,Alquilado,ud,2026,,,0,kgCO2e/ud,RULE,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,ROPA Y ACCESO_REG PARA CÁLCULOS · Regla explícita: alquilado = 0,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_D379624AB38106,TODOS,,Ropa y accesorios,Ropa y accesorios,Ropa trabajo,,Reutilizado,ud,2022,,2022,0.15225,kgCO2e/ud,ANNUAL,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,ROPA Y ACCESORIOS_FE · FE genérico reutilizado de la hoja FE,,FALSE,FALSE,,,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_8411C7C81D114C,TODOS,,Ropa y accesorios,Ropa y accesorios,Ropa trabajo,,Reutilizado,ud,2023,,2023,0.15225,kgCO2e/ud,ANNUAL,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,ROPA Y ACCESORIOS_FE · FE genérico reutilizado de la hoja FE,,FALSE,FALSE,,,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_D9D0E05C88D6EF,TODOS,,Ropa y accesorios,Ropa y accesorios,Ropa trabajo,,Reutilizado,ud,2024,,2024,0.15225,kgCO2e/ud,ANNUAL,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,ROPA Y ACCESORIOS_FE · FE genérico reutilizado de la hoja FE,,FALSE,FALSE,,,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_1BB59B5B2D987C,TODOS,,Ropa y accesorios,Ropa y accesorios,Ropa trabajo,,Reutilizado,ud,2025,,2025,0.15225,kgCO2e/ud,ANNUAL,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,ROPA Y ACCESORIOS_FE · FE genérico reutilizado de la hoja FE,,FALSE,FALSE,,,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_C84CA3861B133E,TODOS,,Ropa y accesorios,Ropa y accesorios,Ropa trabajo,,Reutilizado,ud,2026,,,0.15225,kgCO2e/ud,VERSIONED,Versión de la fuente incluida en el fichero de origen,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,ROPA Y ACCESORIOS_FE · FE genérico reutilizado de la hoja FE,,FALSE,FALSE,,Fuente versionada/no anual: aplicable a 2026 sin fingir factor_year.,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_70B085A58A47FD,TODOS,,Ropa y accesorios,Ropa y accesorios,Sombrero para el sol,,Comprado de segunda mano,ud,2022,,,0,kgCO2e/ud,VERSIONED,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,ROPA Y ACCESO_REG PARA CÁLCULOS · Regla explícita: segunda mano = 0,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_05A2218512CB9D,TODOS,,Ropa y accesorios,Ropa y accesorios,Sombrero para el sol,,Comprado de segunda mano,ud,2023,,,0,kgCO2e/ud,VERSIONED,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,ROPA Y ACCESO_REG PARA CÁLCULOS · Regla explícita: segunda mano = 0,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_1D220389671559,TODOS,,Ropa y accesorios,Ropa y accesorios,Sombrero para el sol,,Comprado de segunda mano,ud,2024,,,0,kgCO2e/ud,VERSIONED,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,ROPA Y ACCESO_REG PARA CÁLCULOS · Regla explícita: segunda mano = 0,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_DA6BACC54676A6,TODOS,,Ropa y accesorios,Ropa y accesorios,Sombrero para el sol,,Comprado de segunda mano,ud,2025,,,0,kgCO2e/ud,VERSIONED,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,ROPA Y ACCESO_REG PARA CÁLCULOS · Regla explícita: segunda mano = 0,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_23BFB19E748121,TODOS,,Ropa y accesorios,Ropa y accesorios,Sombrero para el sol,,Comprado de segunda mano,ud,2026,,,0,kgCO2e/ud,RULE,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,ROPA Y ACCESO_REG PARA CÁLCULOS · Regla explícita: segunda mano = 0,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_89DE6322129F36,TODOS,,Ropa y accesorios,Ropa y accesorios,Sombrero para el sol,,Alquilado,ud,2022,,,0,kgCO2e/ud,VERSIONED,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,ROPA Y ACCESO_REG PARA CÁLCULOS · Regla explícita: alquilado = 0,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_34982E77D7848E,TODOS,,Ropa y accesorios,Ropa y accesorios,Sombrero para el sol,,Alquilado,ud,2023,,,0,kgCO2e/ud,VERSIONED,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,ROPA Y ACCESO_REG PARA CÁLCULOS · Regla explícita: alquilado = 0,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_FE31C896CD062E,TODOS,,Ropa y accesorios,Ropa y accesorios,Sombrero para el sol,,Alquilado,ud,2024,,,0,kgCO2e/ud,VERSIONED,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,ROPA Y ACCESO_REG PARA CÁLCULOS · Regla explícita: alquilado = 0,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_34B327B68CCE1E,TODOS,,Ropa y accesorios,Ropa y accesorios,Sombrero para el sol,,Alquilado,ud,2025,,,0,kgCO2e/ud,VERSIONED,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,ROPA Y ACCESO_REG PARA CÁLCULOS · Regla explícita: alquilado = 0,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_D6E28E1B7A3AA8,TODOS,,Ropa y accesorios,Ropa y accesorios,Sombrero para el sol,,Alquilado,ud,2026,,,0,kgCO2e/ud,RULE,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,ROPA Y ACCESO_REG PARA CÁLCULOS · Regla explícita: alquilado = 0,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_EB46A7783E2060,TODOS,,Ropa y accesorios,Ropa y accesorios,Sombrero para el sol,,Reutilizado,ud,2022,,2022,0.15225,kgCO2e/ud,ANNUAL,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,ROPA Y ACCESORIOS_FE · FE genérico reutilizado de la hoja FE,,FALSE,FALSE,,,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_76352725ED9347,TODOS,,Ropa y accesorios,Ropa y accesorios,Sombrero para el sol,,Reutilizado,ud,2023,,2023,0.15225,kgCO2e/ud,ANNUAL,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,ROPA Y ACCESORIOS_FE · FE genérico reutilizado de la hoja FE,,FALSE,FALSE,,,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_A9EE7CB6C84101,TODOS,,Ropa y accesorios,Ropa y accesorios,Sombrero para el sol,,Reutilizado,ud,2024,,2024,0.15225,kgCO2e/ud,ANNUAL,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,ROPA Y ACCESORIOS_FE · FE genérico reutilizado de la hoja FE,,FALSE,FALSE,,,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_750A8F70B67A0C,TODOS,,Ropa y accesorios,Ropa y accesorios,Sombrero para el sol,,Reutilizado,ud,2025,,2025,0.15225,kgCO2e/ud,ANNUAL,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,ROPA Y ACCESORIOS_FE · FE genérico reutilizado de la hoja FE,,FALSE,FALSE,,,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_1B44A904080CAC,TODOS,,Ropa y accesorios,Ropa y accesorios,Sombrero para el sol,,Reutilizado,ud,2026,,,0.15225,kgCO2e/ud,VERSIONED,Versión de la fuente incluida en el fichero de origen,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,ROPA Y ACCESORIOS_FE · FE genérico reutilizado de la hoja FE,,FALSE,FALSE,,Fuente versionada/no anual: aplicable a 2026 sin fingir factor_year.,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_41F7A51E8F7352,TODOS,,Ropa y accesorios,Ropa y accesorios,"Gorra deportiva, beisbol",,Comprado de segunda mano,ud,2022,,,0,kgCO2e/ud,VERSIONED,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,ROPA Y ACCESO_REG PARA CÁLCULOS · Regla explícita: segunda mano = 0,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_DDC8CBE1B88D44,TODOS,,Ropa y accesorios,Ropa y accesorios,"Gorra deportiva, beisbol",,Comprado de segunda mano,ud,2023,,,0,kgCO2e/ud,VERSIONED,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,ROPA Y ACCESO_REG PARA CÁLCULOS · Regla explícita: segunda mano = 0,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_1C7F5AEAEC1DE1,TODOS,,Ropa y accesorios,Ropa y accesorios,"Gorra deportiva, beisbol",,Comprado de segunda mano,ud,2024,,,0,kgCO2e/ud,VERSIONED,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,ROPA Y ACCESO_REG PARA CÁLCULOS · Regla explícita: segunda mano = 0,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_746CF3DB0340C3,TODOS,,Ropa y accesorios,Ropa y accesorios,"Gorra deportiva, beisbol",,Comprado de segunda mano,ud,2025,,,0,kgCO2e/ud,VERSIONED,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,ROPA Y ACCESO_REG PARA CÁLCULOS · Regla explícita: segunda mano = 0,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
Materiales y productos,MAT_D95E7542FB8D0E,TODOS,,Ropa y accesorios,Ropa y accesorios,"Gorra deportiva, beisbol",,Comprado de segunda mano,ud,2026,,,0,kgCO2e/ud,RULE,,FE_ CATEGORÍA MATERIALES Y PRODUCTOS_ROPA Y ACCESORIOS_REGISTRO PARA CÁLCULO_FACTORES DE EMISIÓN.xlsx,ROPA Y ACCESO_REG PARA CÁLCULOS · Regla explícita: segunda mano = 0,,FALSE,FALSE,,Regla metodológica no anual,Materiales_Base_Maestra_y_Contrato_V2_CORREGIDA.xlsx,Factores
